-1.641	-0.029	0.064
-1.448	-1.155	0.060
-1.666	-0.033	0.065
-1.190	-1.071	0.055
-1.891	-0.169	0.071
-0.861	-0.668	0.056
-1.861	-0.113	0.069
-0.742	-0.348	0.060
-1.882	-0.401	0.075
-0.754	-0.580	0.056
-1.893	-0.676	0.081
-1.810	0.464	0.080
-1.170	-0.482	0.080
-2.221	-0.031	0.090
-1.395	-0.822	0.077
-1.869	0.219	0.082
-1.387	-0.817	0.077
-1.733	0.272	0.081
-1.801	-0.868	0.081
-1.276	0.146	0.075
-1.803	-0.867	0.081
-1.522	0.241	0.078
-2.011	-0.792	0.083
-1.205	0.019	0.072
-1.910	-0.880	0.083
-1.509	0.189	0.078
-1.931	-0.873	0.083
-1.381	0.128	0.076
-1.845	-0.915	0.082
-1.478	0.166	0.077
-1.539	-0.976	0.078
-1.744	0.148	0.081
-1.690	-0.994	0.080
-1.650	0.148	0.080
-1.503	-0.987	0.078
-1.650	0.148	0.080
-1.553	-0.992	0.078
-1.659	0.146	0.080
-1.502	-0.985	0.078
-1.839	0.106	0.083
-1.545	-0.998	0.078
-1.750	0.126	0.081
-1.370	-0.952	0.076
-1.785	0.113	0.082
-1.320	-0.932	0.075
-1.780	0.114	0.082
-1.372	-0.955	0.076
-1.828	0.092	0.083
-1.367	-0.955	0.076
-1.861	0.076	0.083
-1.261	-0.899	0.075
-1.926	0.030	0.085
-1.106	-0.765	0.074
-1.925	0.031	0.085
-1.111	-0.770	0.074
-2.008	-0.063	0.087
-1.002	-0.605	0.076
-2.026	-0.099	0.088
-0.975	-0.547	0.076
-2.038	-0.130	0.089
-0.929	-0.403	0.079
-2.038	-0.131	0.089
-1.002	-0.616	0.075
-2.052	-0.166	0.090
-0.952	-0.481	0.077
-2.070	-0.249	0.092
-0.950	-0.480	0.077
-2.042	-0.144	0.089
-0.964	-0.526	0.077
-2.030	-0.116	0.089
-1.046	-0.698	0.075
-2.004	-0.075	0.088
-1.045	-0.699	0.075
-1.990	-0.056	0.087
-1.002	-0.630	0.075
-1.976	-0.031	0.086
-1.080	-0.742	0.074
-1.939	0.012	0.085
-1.078	-0.740	0.074
-1.939	0.012	0.085
-1.228	-0.883	0.074
-1.833	0.086	0.083
-1.353	-0.952	0.076
-1.759	0.115	0.082
-1.352	-0.954	0.076
-1.832	0.083	0.083
-1.403	-0.976	0.076
-1.834	0.082	0.083
-1.403	-0.975	0.076
-1.804	0.094	0.082
-1.136	-0.834	0.074
-1.638	0.192	0.079
